Secretaria;Municipio;Descricao;Mat. Total;Mat. Semipresencial;Mat. Presencial;Quantidade de Turmas;Enturmados;Não Enturmados;Status
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062819 - DONA LAVINIA DE MEDEIROS EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);41;0;41;2;41;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF;950;0;950;38;950;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;43;0;43;3;43;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 1º Ano| Ensino Fundamental | Regular | Tarde;38;0;38;3;38;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 2º Ano| Ensino Fundamental | Regular | Manhã;45;0;45;2;45;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;45;0;45;2;45;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;56;0;56;2;56;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;45;0;45;2;45;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;59;0;59;2;59;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;52;0;52;2;52;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;67;0;67;2;67;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;52;0;52;2;52;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;85;0;85;3;85;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;68;0;68;3;68;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;53;0;53;2;53;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);94;0;94;3;94;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063955 - ECONOMISTA RUBENS VAZ EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);118;0;118;4;118;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062290 - EDGARD VIEIRA GUERRA EEIEF;339;0;339;13;339;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062290 - EDGARD VIEIRA GUERRA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);89;0;89;4;89;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062290 - EDGARD VIEIRA GUERRA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);77;0;77;4;77;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062290 - EDGARD VIEIRA GUERRA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;103;0;103;3;103;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062290 - EDGARD VIEIRA GUERRA EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;70;0;70;2;70;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF;338;0;338;12;338;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;48;0;48;2;48;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;54;0;54;2;54;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;33;0;33;1;33;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 8º Ano| Ensino Fundamental | Regular | Manhã;37;0;37;1;37;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;38;0;38;2;38;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;58;0;58;2;58;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062452 - EDUCANDARIO SAO FRANCISCO EEIEF - 9º Ano| Ensino Fundamental | Regular | Tarde;35;0;35;1;35;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF;928;0;928;35;928;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);99;0;99;4;99;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);97;0;97;4;97;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);114;0;114;5;114;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);101;0;101;4;101;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);104;0;104;4;104;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;55;0;55;2;55;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;65;0;65;3;65;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;73;0;73;2;73;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;40;0;40;1;40;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);98;0;98;3;98;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062363 - ERBE TEIXEIRA FIRMEZA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);82;0;82;3;82;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064170 - ERNESTINA NUNES DE MIRANDA EEIEF;70;0;70;4;70;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064170 - ERNESTINA NUNES DE MIRANDA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064170 - ERNESTINA NUNES DE MIRANDA EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);14;0;14;1;14;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064170 - ERNESTINA NUNES DE MIRANDA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);17;0;17;1;17;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064170 - ERNESTINA NUNES DE MIRANDA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);23;0;23;1;23;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF;164;0;164;8;163;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 1º Ano| Ensino Fundamental | Regular | Manhã;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 2º Ano| Ensino Fundamental | Regular | Tarde;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;22;0;22;1;21;1;Atenção (Não Enturmados)
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - 9º Ano| Ensino Fundamental | Regular | Manhã;19;0;19;1;19;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063947 - ESTEVAM MATIAS DE PAULA EEIEF - Multi | Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF;131;0;131;6;131;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;19;0;19;1;19;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);30;0;30;1;30;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23063769 - ESTEVAO FERREIRA DA ROCHA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);34;0;34;1;34;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF;81;0;81;5;81;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);22;0;22;1;22;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF - 4º Ano| Ensino Fundamental | Regular | Integral (40h);13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062410 - FAUSTO DARIO SALES EEIEF - 5º Ano| Ensino Fundamental | Regular | Integral (40h);15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF;125;0;125;9;125;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);0;0;0;0;0;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064013 - FIRMINO SOARES DE MOURA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);14;0;14;1;14;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062487 - FLAVIO PORTELA MARCILIO EEIEF;1017;0;1017;30;1017;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062487 - FLAVIO PORTELA MARCILIO EEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);100;0;100;4;100;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062487 - FLAVIO PORTELA MARCILIO EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);76;0;76;3;76;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062487 - FLAVIO PORTELA MARCILIO EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);282;0;282;8;282;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062487 - FLAVIO PORTELA MARCILIO EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);559;0;559;15;559;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23193140 - FRANCISCA ALVES DO AMARAL EEIEF;597;0;597;19;597;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23193140 - FRANCISCA ALVES DO AMARAL EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);188;0;188;6;188;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23193140 - FRANCISCA ALVES DO AMARAL EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);179;0;179;6;179;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23193140 - FRANCISCA ALVES DO AMARAL EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);230;0;230;7;230;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180641 - FRANCISCO ALVES DE PAIVA EEIEF;47;0;47;4;47;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180641 - FRANCISCO ALVES DE PAIVA EEIEF - 6º Ano| Ensino Fundamental | Regular | Integral (40h);12;0;12;1;12;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180641 - FRANCISCO ALVES DE PAIVA EEIEF - 7º Ano| Ensino Fundamental | Regular | Integral (40h);10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180641 - FRANCISCO ALVES DE PAIVA EEIEF - 8º Ano| Ensino Fundamental | Regular | Integral (40h);10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23180641 - FRANCISCO ALVES DE PAIVA EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF;87;0;87;6;87;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);10;0;10;1;10;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF - Multi | Ensino Fundamental | Regular | Integral (40h);34;0;34;2;34;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064005 - FRANCISCO NOGUEIRA DA MOTA EEIEF - Multi | Ensino Fundamental | Regular | Tarde;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF;94;0;94;5;94;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);24;0;24;1;24;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);13;0;13;1;13;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;16;0;16;1;16;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23064196 - FRANCISCO NUNES DE MIRANDA EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;20;0;20;1;20;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF;128;0;128;6;128;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);31;0;31;1;31;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);32;0;32;2;32;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF - 3º Ano| Ensino Fundamental | Regular | Integral (40h);27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23179872 - GUARARU EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;17;0;17;1;17;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF;428;0;428;18;428;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 1º Ano| Ensino Fundamental | Regular | Integral (40h);43;0;43;2;43;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);44;0;44;2;44;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 3º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 3º Ano| Ensino Fundamental | Regular | Tarde;18;0;18;1;18;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 4º Ano| Ensino Fundamental | Regular | Manhã;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 4º Ano| Ensino Fundamental | Regular | Tarde;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 5º Ano| Ensino Fundamental | Regular | Manhã;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 5º Ano| Ensino Fundamental | Regular | Tarde;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 6º Ano| Ensino Fundamental | Regular | Manhã;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 6º Ano| Ensino Fundamental | Regular | Tarde;15;0;15;1;15;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 7º Ano| Ensino Fundamental | Regular | Manhã;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 7º Ano| Ensino Fundamental | Regular | Tarde;25;0;25;1;25;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 8º Ano| Ensino Fundamental | Regular | Manhã;27;0;27;1;27;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 8º Ano| Ensino Fundamental | Regular | Tarde;21;0;21;1;21;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23062568 - HELENA DE AGUIAR DIAS EEIEF - 9º Ano| Ensino Fundamental | Regular | Integral (40h);68;0;68;2;68;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF;441;0;441;18;441;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF - 1º Ano| Ensino Fundamental | Regular | Manhã;52;0;52;2;52;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF - 1º Ano| Ensino Fundamental | Regular | Tarde;44;0;44;2;44;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF - 2º Ano| Ensino Fundamental | Regular | Integral (40h);88;0;88;4;88;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF - 3º Ano| Ensino Fundamental | Regular | Manhã;54;0;54;2;54;0;OK
SECRETARIA MUNICIPAL DE CAUCAIA-CE;CAUCAIA;23223200 - INAH ARRUDA EEF - 3º Ano| Ensino Fundamental | Regular | Tarde;30;0;30;1;30;0;OK
